article,chemical,count,dbName,dbId
PMC4415343,"isopropenyl",1,,30354
PMC4415343,"pentyl",1,,25902
PMC4415343,"carboxylic acid",1,,33575
PMC4415343,"acetate",1,,47622
PMC4415343,"trans-cinnamic acid",1,,35697
PMC4415343,"n-nonacosane",1,,7613
PMC4415343,"guaiacol",1,,28591
PMC4415343,"nucleoside",1,,33838
PMC4415343,"acetyl",1,,46887
PMC4415343,"glucosamine",1,,5417
PMC4415343,"hydroxymethyl",1,,24712
PMC4415343,"n-propyl",1,,26308
PMC4415343,"methicillin",1,,6827
PMC4415343,"trans isoeugenol",1,,50545
PMC4415343,"methyl ethers",1,,28887
PMC4415343,"camphene",1,,3830
PMC4415343,"selinene",1,,49272
PMC4415343,"cadinene",1,,22976
PMC4415343,"camphor",1,,36773
PMC4415343,"terpinen-4-ol",1,,78884
PMC4415343,"terpineol",1,,26876
PMC4415343,"benzaldehyde",1,,17169
PMC4415343,"carrageenan",1,,3435
PMC4415343,"serotonin",1,,350546
PMC4415343,"anthocyanins",1,,38697
PMC4415343,"proanthocyanidins",1,,26267
PMC4415343,"luteolin",1,,57545
PMC4415343,"biflavonoids",1,,50128
PMC4415343,"barbital",1,,31252
PMC4415343,"gamma aminobutyric acid",1,,16865
PMC4415343,"Gamma",1,,30212
PMC4415343,"amino",1,,46882
PMC4415343,"butyric acid",1,,30772
PMC4415343,"hexobarbital",1,,5706
PMC4415343,"catecholamine",1,,33567
PMC4415343,"noradrenaline",1,,33569
PMC4415343,"Glutamate",1,,29987
PMC4415343,"chalcones",1,,27618
PMC4415343,"flavanones",1,,5070
PMC4415343,"flavones",1,,42491
PMC4415343,"flavonols",1,,5078
PMC4415343,"oxygen",1,,25805
PMC4424236,"carvacrol",25,,3440
PMC4424236,"p-cymene",14,,28768
PMC4424236,"linalool",14,,17580
PMC4424236,"radical",6,,26519
PMC4424236,"caryophyllene",4,,10357
PMC4424236,"etoposide",4,,4911
PMC4424236,"phenol",2,,15882
PMC4424236,"water",2,,15377
PMC4424236,"dextrose",2,,42758
PMC4424236,"acetic acid",2,,15366
PMC4424236,"ketone",2,,17087
PMC4424236,"Pinene",2,,17187
PMC4424236,"Phellandrene",2,,50034
PMC4424236,"sodium sulfate",1,,32149
PMC4424236,"a Factor",1,,79381
PMC4424236,"Helium",1,,33681
PMC4424236,"penicillin",1,,51356
PMC4424236,"streptomycin",1,,58007
PMC4424236,"dimethyl sulfoxide",1,,28262
PMC4424236,"proteins",1,,16541
PMC4424236,"trichloroacetic acid",1,,30956
PMC4424236,"Trizma",1,,9754
PMC4424236,"2-hexenal",1,,19591
PMC4424236,"cis-3-hexenal",1,,23292
PMC4424236,"Thujene",1,,50030
PMC4424236,"Camphene",1,,3830
PMC4424236,"Ethyl",1,,62801
PMC4424236,"Sabinene",1,,50027
PMC4424236,"Myrcene",1,,17221
PMC4424236,"3-Carene",1,,35661
PMC4424236,"Limonene",1,,15384
PMC4424236,"Terpinolene",1,,9457
PMC4424236,"Sabinene hydrate",1,,16377
PMC4424236,"Borneol",1,,28093
PMC4424236,"Terpinen-4-ol",1,,78884
PMC4424236,"Terpineol",1,,26876
PMC4424236,"Carvone",1,,38265
PMC4424236,"Indol",1,,16881
PMC4424236,"Thymol",1,,27607
PMC4424236,"acetate",1,,47622
PMC4424236,"Copaene",1,,10221
PMC4424236,"Humulene",1,,5768
PMC4424236,"Germacrene",1,,36743
PMC4424236,"Bicyclogermacrene",1,,63709
PMC4424236,"Bisabolene",1,,49237
PMC4424236,"Quercetin",1,,57694
PMC4424236,"flavonoid",1,,72544
PMC4424236,"monoterpenoid",1,,25409
PMC4427012,"n-hexadecanoic acid",6,,15756
PMC4427012,"thymol",6,,27607
PMC4427012,"linalool",5,,17580
PMC4427012,"myristic acid",4,,28875
PMC4427012,"anethole",4,,35616
PMC4427012,"borneol",4,,28093
PMC4427012,"camphor",3,,36773
PMC4427012,"carvacrol",3,,3440
PMC4427012,"caryophyllene",3,,10357
PMC4427012,"lauric acid",3,,30805
PMC4427012,"terpineol",3,,26876
PMC4427012,"carvone",2,,38265
PMC4427012,"p-cymene",2,,28768
PMC4427012,"estragole",2,,4867
PMC4427012,"eucalyptol",2,,27961
PMC4427012,"limonene",2,,15384
PMC4427012,"menthone",2,,36503
PMC4427012,"myrcene",2,,17221
PMC4427012,"ciprofloxacin",2,,100241
PMC4427012,"tioconazole",2,,9604
PMC4427012,"Hexane",2,,29021
PMC4427012,"Tween 80",2,,53426
PMC4427012,"dextrose",2,,42758
PMC4427012,"linolenic acid",2,,27432
PMC4427012,"acetone",2,,15347
PMC4427012,"Muurolene",2,,64797
PMC4427012,"Thujone",2,,9577
PMC4427012,"apigenin",1,,58470
PMC4427012,"luteolin",1,,57545
PMC4427012,"kaempferol",1,,58573
PMC4427012,"quercetin",1,,57694
PMC4427012,"caffeic acid",1,,36281
PMC4427012,"coumaric acid",1,,23401
PMC4427012,"rosmarinic acid",1,,50371
PMC4427012,"dimethyl sulfoxide",1,,28262
PMC4427012,"Helium",1,,33681
PMC4427012,"Cation",1,,36916
PMC4427012,"saturated fatty acids",1,,26607
PMC4427012,"unsaturated fatty acids",1,,27208
PMC4427012,"Damascenone",1,,67251
PMC4427012,"1-Octen-3-ol",1,,39932
PMC4427012,"Methyl eugenol",1,,4918
PMC4427012,"3-Octanol",1,,80945
PMC4427012,"Geranyl acetone",1,,67206
PMC4427012,"farnesene",1,,39237
PMC4427012,"Germacrene",1,,36743
PMC4427012,"Sabinene hydrate",1,,16377
PMC4427012,"Curcumene",1,,62757
PMC4427012,"1-Octanol",1,,16188
PMC4427012,"ionone",1,,49248
PMC4427012,"Valencene",1,,61700
PMC4427012,"Bisabolene",1,,49237
PMC4427012,"Cadinene",1,,22976
PMC4427012,"2-Nonenal",1,,61726
PMC4427012,"Lavandulol",1,,50281
PMC4427012,"4-Terpineol",1,,78884
PMC4427012,"Humulene",1,,5768
PMC4427012,"epoxide",1,,32955
PMC4427012,"Decanal",1,,31457
PMC4427012,"methyl ether",1,,28887
PMC4427012,"aldehyde",1,,17478
PMC4427012,"Neral",1,,29020
PMC4427012,"Pentadecanoic acid",1,,42504
PMC4427012,"Farnesyl acetone",1,,67252
PMC4427012,"Piperitone",1,,48933
PMC4427012,"Geraniol",1,,17447
PMC4427012,"Linoleic acid",1,,17351
PMC4427012,"Geranial",1,,16980
PMC4427012,"Tricosane",1,,32934
PMC4427012,"Safrole",1,,8994
PMC4427012,"Tetracosane",1,,32936
PMC4427012,"Pentacosane",1,,32938
PMC4427012,"Capric acid",1,,30813
PMC4427012,"Copaene",1,,10221
PMC4446488,"linalool",32,,17580
PMC4446488,"caryophyllene",25,,10357
PMC4446488,"limonene",21,,15384
PMC4446488,"geranial",19,,16980
PMC4446488,"neral",19,,29020
PMC4446488,"carvone",19,,38265
PMC4446488,"1,8-cineole",15,,27961
PMC4446488,"myrcene",11,,17221
PMC4446488,"sabinene",9,,50027
PMC4446488,"muurolene",9,,64797
PMC4446488,"1-octen-3-ol",7,,39932
PMC4446488,"myrtenal",7,,25458
PMC4446488,"acetate",7,,47622
PMC4446488,"thujene",6,,50030
PMC4446488,"Methyl",6,,32875
PMC4446488,"sabinene hydrate",6,,16377
PMC4446488,"Perylene",6,,29861
PMC4446488,"Geraniol",6,,17447
PMC4446488,"Geranyl acetate",6,,5331
PMC4446488,"Germacrene",6,,36743
PMC4446488,"nerolidol",6,,7524
PMC4446488,"Humulene",6,,5768
PMC4446488,"epoxide",6,,32955
PMC4446488,"citral",2,,23316
PMC4446488,"water",2,,15377
PMC4446488,"fused-silica",2,,46729
PMC4446488,"phenyl",2,,30396
PMC4446488,"dimethylpolysiloxane",2,,61468
PMC4446488,"terpenoid",1,,26873
PMC4446488,"organic compounds",1,,50860
PMC4446488,"sesquiterpenes",1,,35189
PMC4446488,"helium",1,,33681
PMC4446488,"ethyl acetate",1,,27750
PMC4446488,"alkanes",1,,18310
PMC4448976,"Citral",38,,23316
PMC4448976,"linalool",34,,17580
PMC4448976,"(+)-borneol",29,,15393
PMC4448976,"camphor",24,,36773
PMC4448976,"alcohols",18,,30879
PMC4448976,"citronellol",15,,50462
PMC4448976,"geranyl acetate",14,,5331
PMC4448976,"linalyl acetate",14,,6469
PMC4448976,"ruthenium red",14,,34956
PMC4448976,"geraniol",13,,17447
PMC4448976,"terpineol",13,,26876
PMC4448976,"bornyl acetate",13,,3151
PMC4448976,"aldehyde",12,,17478
PMC4448976,"citronellal",12,,47856
PMC4448976,"borneol",12,,28093
PMC4448976,"ester",12,,35701
PMC4448976,"myrcene",11,,17221
PMC4448976,"p-cymene",11,,28768
PMC4448976,"hydrocarbons",8,,24632
PMC4448976,"ketone",7,,17087
PMC4448976,"capsaicin",6,,3374
PMC4448976,"Carvacrol",5,,3440
PMC4448976,"1,8-Cineole",5,,27961
PMC4448976,"water",4,,15377
PMC4448976,"Thymol",4,,27607
PMC4448976,"Eugenol",4,,4917
PMC4448976,"(+)-Menthol",4,,76310
PMC4448976,"1,4-Cineole",4,,80788
PMC4448976,"and p",3,,73329
PMC4448976,"octanol",3,,37868
PMC4448976,"cocaine",3,,60056
PMC4448976,"platinum",3,,49836
PMC4448976,"(+)-Pulegone",3,,35596
PMC4448976,"Menthone",3,,36503
PMC4448976,"carbone",3,,27594
PMC4448976,"proteins",3,,16541
PMC4448976,"cinnamaldehyde",2,,16731
PMC4448976,"tramadol",2,,9648
PMC4448976,"Phenols",2,,15882
PMC4448976,"Carvone",2,,38265
PMC4448976,"(+)-Menthone",2,,31
PMC4448976,"carbon",2,,33415
PMC4448976,"capsazepine",2,,70773
PMC4448976,"limonene",2,,15384
PMC4448976,"lipid",2,,18059
PMC4448976,"levobupivacaine",2,,6149
PMC4448976,"ropivacaine",2,,8890
PMC4448976,"lidocaine",2,,6456
PMC4448976,"procaine",2,,8430
PMC4448976,"tetrodotoxin",1,,9506
PMC4448976,"allyl isothiocyanate",1,,73224
PMC4448976,"ethylmorphine",1,,4902
PMC4448976,"codeine",1,,57871
PMC4448976,"dexmedetomidine",1,,4466
PMC4448976,"carbamazepine",1,,3387
PMC4448976,"oxcarbazepine",1,,7824
PMC4448976,"flash",1,,52107
PMC4448976,"dimethyl sulfoxide",1,,28262
PMC4448976,"sec ",1,,32745
PMC4448976,"(+)-Carvone",1,,15399
PMC4448976,"2Ab",1,,74526
PMC4448976,"(+)-limonene",1,,15382
PMC4448976,"(+)-linalool",1,,98
PMC4448976,"sucrose",1,,17992
PMC4448976,"pentylenetetrazole",1,,34910
PMC4448976,"tetracaine",1,,9468
PMC4448976,"Ca2+",1,,29108
PMC4448976,"adenosine",1,,16335
PMC4448976,"formalin",1,,16842
PMC4464069,"eugenol",2,,4917
PMC4464069,"vanillin",2,,18346
PMC4464069,"sec",2,,32746
PMC4464069,"ethylene glycol",1,,30742
PMC4464069,"l-carvone",1,,15400
PMC4464069,"1-octene",1,,46708
PMC4464069,"Carvone",1,,38265
PMC4468856,"Nisin",29,,71629
PMC4468856,"chitosan",14,,16261
PMC4468856,"mold",7,,59963
PMC4468856,"potassium sorbate",7,,77868
PMC4468856,"triclosan",7,,164200
PMC4468856,"protein",5,,16541
PMC4468856,"water",5,,15377
PMC4468856,"Ethanol",4,,44730
PMC4468856,"oxygen",3,,25805
PMC4468856,"Organic acids",3,,64709
PMC4468856,"cellulose",3,,18246
PMC4468856,"salt",3,,26710
PMC4468856,"Benzoic acid",2,,30746
PMC4468856,"Sorbates",2,,36550
PMC4468856,"Starch",2,,28017
PMC4468856,"Eugenol",2,,4917
PMC4468856,"cinnamaldehyde",2,,16731
PMC4468856,"lactic acid",2,,78320
PMC4468856,"ethylene",2,,29362
PMC4468856,"polyethylene",2,,60034
PMC4468856,"sorbic acid",2,,35962
PMC4468856,"stearic acid",2,,28842
PMC4468856,"thymol",2,,27607
PMC4468856,"carvacrol",2,,3440
PMC4468856,"mustard oil",1,,73224
PMC4468856,"glycerol",1,,17754
PMC4468856,"acetate",1,,47622
PMC4468856,"Lauric acid",1,,30805
PMC4468856,"Benomyl",1,,3015
PMC4468856,"Ionomer",1,,61427
PMC4468856,"Imazalil",1,,81927
PMC4468856,"Silica",1,,30563
PMC4468856,"Silver",1,,9141
PMC4468856,"zeolite",1,,48729
PMC4468856,"ascorbic acid",1,,29073
PMC4468856,"iron powder",1,,82664
PMC4468856,"methylcellulose",1,,53448
PMC4468856,"hydroxypropyl methylcellulose",1,,30618
PMC4468856,"polyamide",1,,61445
PMC4468856,"n-propanol",1,,28831
PMC4468856,"esters",1,,35701
PMC4468856,"vinyl",1,,37603
PMC4468856,"acetic acid",1,,15366
PMC4468856,"citric acid",1,,30769
PMC4468856,"chlorine dioxide",1,,52357
PMC4468856,"carvone",1,,38265
PMC4482474,"chamomile",34,,18388
PMC4482474,"menthone",17,,36503
PMC4482474,"caryophyllene",14,,10357
PMC4482474,"menthyl acetate",6,,104
PMC4482474,"chamazulene",5,,3573
PMC4482474,"citronellal",5,,47856
PMC4482474,"neral",5,,29020
PMC4482474,"geranial",5,,16980
PMC4482474,"xylene",4,,27338
PMC4482474,"water",4,,15377
PMC4482474,"1,8-cineole",3,,27961
PMC4482474,"limonene",3,,15384
PMC4482474,"eugenol",2,,4917
PMC4482474,"carvone",2,,38265
PMC4482474,"carvacrol",2,,3440
PMC4482474,"letters",2,,6446
PMC4482474,"pulegone",2,,35596
PMC4482474,"farnesene",2,,39237
PMC4482474,"peroxide",1,,44785
PMC4482474,"sodium sulfate",1,,32149
PMC4482474,"n-hexane",1,,29021
PMC4482474,"toluene",1,,17578
PMC4482474,"thymol",1,,27607
PMC4482474,"isomenthone",1,,36493
PMC4482474,"menthofuran",1,,6750
PMC4482474,"myrcene",1,,17221
PMC4482474,"piperitone",1,,48933
PMC4482474,"germacrene",1,,36743
PMC4482474,"ethyl acetate",1,,27750
PMC4482474,"beta-pinene",1,,50025
PMC4482474,"sabinene",1,,50027
PMC4482474,"geraniol",1,,17447
PMC4482474,"acetate",1,,47622
PMC4482474,"humulene",1,,5768
PMC4482474,"epoxide",1,,32955
PMC4482474,"hydroxy",1,,43176
PMC4482474,"beta-farnesene",1,,39241
PMC4486248,"limonene",10,,15384
PMC4486248,"pinene",9,,17187
PMC4486248,"citral",8,,23316
PMC4486248,"sesquiterpenes",5,,35189
PMC4486248,"hydrocarbons",4,,24632
PMC4486248,"monoterpene",4,,35187
PMC4486248,"linalool",4,,17580
PMC4486248,"phellandrene",3,,50034
PMC4486248,"nitrogen",2,,25555
PMC4486248,"thujene",2,,50030
PMC4486248,"camphene",2,,3830
PMC4486248,"terpinolene",2,,9457
PMC4486248,"Copaene",2,,10221
PMC4486248,"alcohols",1,,30879
PMC4486248,"carbonyl compounds",1,,36586
PMC4486248,"Helium",1,,33681
PMC4486248,"monoterpenoids",1,,25409
PMC4486248,"3-Carene",1,,35661
PMC4486248,"dien",1,,30629
PMC4486248,"Isopulegol",1,,70479
PMC4486248,"Decanal",1,,31457
PMC4486248,"Terpineol",1,,26876
PMC4486248,"Carveol",1,,23046
PMC4486248,"Carvone",1,,38265
PMC4486248,"Nerol",1,,29452
PMC4486248,"acetate",1,,47622
PMC4486248,"Germacrene",1,,36743
PMC4486248,"Bisabolene",1,,49237
PMC4486248,"Cadinene",1,,22976
PMC4489822,"Carvone",56,,38265
PMC4489822,"Limonene",56,,15384
PMC4489822,"ergosterol",12,,16933
PMC4489822,"dextrose",6,,42758
PMC4489822,"letters",5,,6446
PMC4489822,"Tween 20",4,,53424
PMC4489822,"water",4,,15377
PMC4489822,"Dihydrocarvone",4,,23733
PMC4489822,"Sterols",4,,15889
PMC4489822,"Phellandrene",3,,50034
PMC4489822,"ethanol",3,,44730
PMC4489822,"n-heptane",3,,43098
PMC4489822,"succinate",3,,30031
PMC4489822,"p-Cymene",2,,28768
PMC4489822,"Dihydrocarveol",2,,50215
PMC4489822,"Carveol",2,,23046
PMC4489822,"Myristicin",2,,68234
PMC4489822,"dehydroergosterol",2,,64762
PMC4489822,"cation",1,,36916
PMC4489822,"helium",1,,33681
PMC4489822,"Thujene",1,,50030
PMC4489822,"Pinene",1,,17187
PMC4489822,"Myrcene",1,,17221
PMC4489822,"1042",1,,31051
PMC4489822,"Fenchone",1,,4999
PMC4489822,"Caryophyllene",1,,10357
PMC4489822,"Asarone",1,,78309
PMC4489822,"glutaraldehyde",1,,64276
PMC4489822,"carbon",1,,33415
PMC4489822,"palladium",1,,33363
PMC4489822,"potassium hydroxide",1,,32035
PMC4489822,"ethylene",1,,29362
PMC4489822,"diamine",1,,23666
PMC4489822,"phenylmethanesulfonyl fluoride",1,,8102
PMC4489822,"hydrocarbons",1,,24632
PMC4489822,"monoterpenes",1,,35187
PMC4489822,"carbonyl group",1,,23019
PMC4489822,"p-menthane",1,,25826
PMC4489822,"adenosine triphosphate",1,,15422
PMC4489822,"malic acid",1,,6650
PMC4489822,"oxaloacetic acid",1,,30744
PMC4499417,"citronellal",32,,47856
PMC4499417,"citronellol",31,,50462
PMC4499417,"carveol",26,,23046
PMC4499417,"carvone",25,,38265
PMC4499417,"water",4,,15377
PMC4499417,"monoterpenes",3,,35187
PMC4499417,"Potassium",3,,85264
PMC4499417,"carvacrol",3,,3440
PMC4499417,"aldehydes",2,,17478
PMC4499417,"alcohols",2,,30879
PMC4499417,"Propidium Iodide",2,,51240
PMC4499417,"eugenol",2,,4917
PMC4499417,"thymol",2,,27607
PMC4499417,"monoterpenoids",2,,25409
PMC4499417,"peptidoglycan",2,,8005
PMC4499417,"phospholipids",2,,16247
PMC4499417,"alkaloids",1,,22315
PMC4499417,"polypeptides",1,,15841
PMC4499417,"polyacetylenes",1,,60553
PMC4499417,"sesquiterpenes",1,,35189
PMC4499417,"isoprene",1,,35194
PMC4499417,"aromatics compounds",1,,33655
PMC4499417,"phenylpropane",1,,42630
PMC4499417,"phenols",1,,15882
PMC4499417,"methoxy",1,,44520
PMC4499417,"glycerol",1,,17754
PMC4499417,"dimethyl sulfoxide",1,,28262
PMC4499417,"polystyrene",1,,53276
PMC4499417,"formamide",1,,16397
PMC4499417,"polycarbonate",1,,53201
PMC4499417,"salt",1,,26710
PMC4499417,"terpenes",1,,35186
PMC4499417,"lipopolysaccharides",1,,16412
PMC4499417,"cyclic compounds",1,,33595
PMC4499417,"carbonyl group",1,,23019
PMC4499417,"hydroxyl group",1,,43176
PMC4499417,"anionic groups",1,,64767
PMC4499417,"citral",1,,23316
PMC4499417,"geraniol",1,,17447
PMC4499417,"terpineol",1,,26876
PMC4499417,"perillaldehyde",1,,15421
PMC4499417,"linalool",1,,17580
PMC4499417,"proteins",1,,16541
PMC4503548,"carvacrol",23,,3440
PMC4503548,"thymol",23,,27607
PMC4503548,"terpineol",10,,26876
PMC4503548,"linalool",10,,17580
PMC4503548,"Trolox",6,,82625
PMC4503548,"geraniol",5,,17447
PMC4503548,"1,8-cineole",5,,27961
PMC4503548,"p-cymene",4,,28768
PMC4503548,"peroxyl radicals",4,,25935
PMC4503548,"hydrogen atom",3,,49637
PMC4503548,"fused-silica",3,,46729
PMC4503548,"monoterpene",3,,35187
PMC4503548,"acetate",3,,47622
PMC4503548,"Cadinene",3,,22976
PMC4503548,"Oxygen Radical",2,,61073
PMC4503548,"Pinene",2,,17187
PMC4503548,"Phellandrene",2,,50034
PMC4503548,"Sabinene hydrate",2,,16377
PMC4503548,"Nerol",2,,29452
PMC4503548,"Methyl",2,,32875
PMC4503548,"formate",2,,52343
PMC4503548,"methyl ether",2,,28887
PMC4503548,"Copaene",2,,10221
PMC4503548,"Caryophyllene",2,,10357
PMC4503548,"Humulene",2,,5768
PMC4503548,"Muurolene",2,,64797
PMC4503548,"Bisabolene",2,,49237
PMC4503548,"butyrate",2,,17968
PMC4503548,"hydrocarbons",2,,24632
PMC4503548,"Oxygen",2,,25805
PMC4503548,"Sesquiterpene",2,,35189
PMC4503548,"terpene",1,,35186
PMC4503548,"pentane",1,,37830
PMC4503548,"helium",1,,33681
PMC4503548,"alkane",1,,18310
PMC4503548,"radical",1,,26519
PMC4503548,"Fluorescein",1,,31624
PMC4503548,"acetone",1,,15347
PMC4503548,"penicillin",1,,51356
PMC4503548,"streptomycin",1,,58007
PMC4503548,"3-(4,5-dimethylthiazol-2-yl) 2,5-diphenyltetrazolium bromide",1,,53233
PMC4503548,"dimethyl-sulphoxide",1,,28262
PMC4503548,"isopropanol",1,,17824
PMC4503548,"thiobarbituric acid",1,,33202
PMC4503548,"hydroxyl",1,,43176
PMC4503548,"superoxide anion radicals",1,,18421
PMC4503548,"lipid",1,,18059
PMC4503548,"Tricyclene",1,,64266
PMC4503548,"Thujene",1,,50030
PMC4503548,"Camphene",1,,3830
PMC4503548,"Sabinene",1,,50027
PMC4503548,"1-Octen-3-ol",1,,39932
PMC4503548,"3-Octanone",1,,80946
PMC4503548,"Pentyl",1,,25902
PMC4503548,"furan",1,,35559
PMC4503548,"3-Octanol",1,,80945
PMC4503548,"Myrcene",1,,17221
PMC4503548,"3-Carene",1,,35661
PMC4503548,"1002",1,,31049
PMC4503548,"Limonene",1,,15384
PMC4503548,"Fenchone",1,,4999
PMC4503548,"Dimethyl",1,,42266
PMC4503548,"styrene",1,,27452
PMC4503548,"Terpinolene",1,,9457
PMC4503548,"Camphor",1,,36773
PMC4503548,"Pinocarveol",1,,26137
PMC4503548,"Pinocarvone",1,,28996
PMC4503548,"dien",1,,30629
PMC4503548,"Borneol",1,,28093
PMC4503548,"Terpinen-4-ol",1,,78884
PMC4503548,"Myrtenal",1,,25458
PMC4503548,"Dihydrocarvone",1,,23733
PMC4503548,"chavicol",1,,50158
PMC4503548,"Myrtenol",1,,25460
PMC4503548,"Carveol",1,,23046
PMC4503548,"Citronellol",1,,50462
PMC4503548,"Carvone",1,,38265
PMC4503548,"Neral",1,,29020
PMC4503548,"Geranial",1,,16980
PMC4503548,"trans-Anethole",1,,35616
PMC4503548,"Bornyl acetate",1,,3151
PMC4503548,"Thymyl acetate",1,,9583
PMC4503548,"Geranyl acetate",1,,5331
PMC4503548,"cis-Muurola-3,5-diene",1,,61687
PMC4503548,"Germacrene",1,,36743
PMC4503548,"Bicyclogermacrene",1,,63709
PMC4503548,"Viridiflorene",1,,63444
PMC4503548,"Dihydroagarofuran",1,,71547
PMC4503548,"Diterpenes",1,,35190
PMC4503548,"Phenylpropanoids",1,,26004
PMC4517501,"water",29,,15377
PMC4517501,"hexane",17,,29021
PMC4517501,"sodium chloride",16,,26710
PMC4517501,"flavonoids",15,,72544
PMC4517501,"ionic liquids",11,,63895
PMC4517501,"benzoic acid",11,,30746
PMC4517501,"silica",10,,30563
PMC4517501,"alkaloids",10,,22315
PMC4517501,"acetic acid",9,,15366
PMC4517501,"ethyl acetate",8,,27750
PMC4517501,"heptane",8,,43098
PMC4517501,"methanol",8,,44520
PMC4517501,"ginsenosides",8,,74978
PMC4517501,"chloroform",7,,35255
PMC4517501,"glycoside",7,,24400
PMC4517501,"formic acid",7,,30751
PMC4517501,"ammonium hydroxide",6,,18219
PMC4517501,"organic acids",6,,64709
PMC4517501,"spinetoram",6,,82041
PMC4517501,"ursolic acid",6,,9908
PMC4517501,"silver nitrate",5,,32130
PMC4517501,"chlorogenic acids",5,,16112
PMC4517501,"flavone",5,,42491
PMC4517501,"inorganic salts",4,,24839
PMC4517501,"ether",4,,35702
PMC4517501,"dichloromethane",4,,15767
PMC4517501,"dipeptide",4,,46761
PMC4517501,"sinalbin",4,,9151
PMC4517501,"limonene",4,,15384
PMC4517501,"octanol",4,,37868
PMC4517501,"ammonium sulfate",4,,62946
PMC4517501,"ferulate",4,,29749
PMC4517501,"copper",4,,30052
PMC4517501,"nitrate",4,,48107
PMC4517501,"saponins",4,,26605
PMC4517501,"Capsaicin",4,,3374
PMC4517501,"dihydrocapsaicin",4,,46932
PMC4517501,"flash",4,,52107
PMC4517501,"triptolide",4,,9747
PMC4517501,"protein",3,,16541
PMC4517501,"n-butanol",3,,28885
PMC4517501,"methyl",3,,32875
PMC4517501,"trioctylmethylammonium chloride",3,,75286
PMC4517501,"potassium iodide",3,,8346
PMC4517501,"bore",3,,27560
PMC4517501,"gallic acid",3,,30778
PMC4517501,"hydrocarbon",3,,24632
PMC4517501,"phenols",3,,15882
PMC4517501,"all-trans-lycopene",3,,15948
PMC4517501,"triterpene",3,,35191
PMC4517501,"diterpene",3,,35190
PMC4517501,"andrographolides",3,,65408
PMC4517501,"ammonium acetate",3,,62947
PMC4517501,"Silver ion",3,,60247
PMC4517501,"xylose",3,,18222
PMC4517501,"mangiferin",3,,6682
PMC4517501,"honokiol",3,,5759
PMC4517501,"magnolol",3,,6643
PMC4517501,"hypericin",3,,5835
PMC4517501,"spinosyn",3,,39207
PMC4517501,"acetone",2,,15347
PMC4517501,"acetonitrile",2,,38472
PMC4517501,"glycyrrhizin",2,,29807
PMC4517501,"hyperforin",2,,5834
PMC4517501,"esters",2,,35701
PMC4517501,"phytosterols",2,,28824
PMC4517501,"potassium phosphate",2,,63036
PMC4517501,"hydroxyisoflavone",2,,38755
PMC4517501,"caffeoylquinic acid",2,,16384
PMC4517501,"macrolides",2,,25106
PMC4517501,"terpene lactones",2,,37668
PMC4517501,"triethylamine",2,,35026
PMC4517501,"betalain",2,,22861
PMC4517501,"cyanins",2,,3978
PMC4517501,"glucosinolate",2,,24279
PMC4517501,"alkylamides",2,,29348
PMC4517501,"diterpenoids",2,,23849
PMC4517501,"flavonol",2,,5078
PMC4517501,"beta-sitosterol",2,,27693
PMC4517501,"3,4-dihydroxybenzoic acid",2,,36062
PMC4517501,"curcumin",2,,3962
PMC4517501,"apocynin",2,,2781
PMC4517501,"pseudohypericin",2,,8605
PMC4517501,"acenaphthylene",2,,33081
PMC4517501,"naphthalene",2,,16482
PMC4517501,"caffeine",2,,27732
PMC4517501,"vanillin",2,,18346
PMC4517501,"naringenin",2,,50202
PMC4517501,"carvone",2,,38265
PMC4517501,"falcarindiol",2,,69236
PMC4517501,"butylidenephthalide",2,,68233
PMC4517501,"isopropyl alcohol",1,,17824
PMC4517501,"n-propanol",1,,28831
PMC4517501,"cyclohexane",1,,29005
PMC4517501,"toluene",1,,17578
PMC4517501,"ethanol",1,,44730
PMC4517501,"butyl",1,,41264
PMC4517501,"letters",1,,6446
PMC4517501,"catechins",1,,23053
PMC4517501,"anthocyanidins",1,,38695
PMC4517501,"polyethylene",1,,60034
PMC4517501,"indole",1,,35581
PMC4517501,"terpenoids",1,,26873
PMC4517501,"lignan",1,,25036
PMC4517501,"dihydrokaempferol",1,,15401
PMC4517501,"octane",1,,17590
PMC4517501,"carboxylic acids",1,,33575
PMC4517501,"valeric acid",1,,17418
PMC4517501,"carbon tetrachloride",1,,27385
PMC4517501,"all-trans-retinal",1,,17898
PMC4517501,"thienyl",1,,37991
PMC4517501,"ferulic acid",1,,17620
PMC4517501,"alcohols",1,,30879
PMC4517501,"caryophyllene",1,,10357
PMC4517501,"chlorophyll",1,,28966
PMC4517501,"fucosterol",1,,27865
PMC4517501,"borate",1,,22908
PMC4517501,"candicidin",1,,354984
PMC4517501,"polyene antibiotics",1,,26177
PMC4517501,"dioscin",1,,74023
PMC4517501,"inorganic ions",1,,36914
PMC4517501,"hydrochloric acid",1,,17883
PMC4517501,"sodium hydroxide",1,,32145
PMC4517501,"isoflavones",1,,38757
PMC4517501,"lithium chloride",1,,48607
PMC4517501,"lipids",1,,18059
PMC4517501,"cation",1,,36916
PMC4517501,"silver salt",1,,33968
PMC4517501,"olefins",1,,33641
PMC4517501,"tacrolimus",1,,61057
PMC4517501,"ascomycin",1,,29582
PMC4517501,"bilobalide",1,,3103
PMC4517501,"tetrahydrofuran",1,,26911
PMC4517501,"dimethyl sulfoxide",1,,28262
PMC4517501,"C(4)",1,,29434
